,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
199116,MCOU,XX,38779.0,155.0,9.0,20131.0,** FROM CL,102.01799999999999,2.0,600.0,600.0,0.0
199117,MCOU,XX,38779.0,155.0,9.0,20132.0,** FROM CL,615.045,7.0,2062.03,2062.03,0.0
199118,MCOU,XX,38779.0,155.0,9.0,20133.0,** FROM CL,1224.2160000000001,10.0,2822.84,2822.84,0.0
199119,MCOU,XX,38779.0,155.0,9.0,20134.0,** FROM CL,1140.18,8.0,824.02,824.02,0.0
201097,MCOU,XX,42546.0,155.0,50.0,20131.0,EMULSION S,140.0,2.0,104.58,104.58,0.0
201098,MCOU,XX,42546.0,155.0,50.0,20132.0,EMULSION S,100.0,2.0,78.05,78.05,0.0
201099,MCOU,XX,42546.0,155.0,50.0,20133.0,EMULSION S,50.0,1.0,40.06,40.06,0.0
201100,MCOU,XX,42546.0,155.0,50.0,20134.0,EMULSION S,50.0,1.0,42.24,39.24,3.0
201101,MCOU,XX,42546.0,155.0,90.0,20131.0,EMULSION S,90.0,1.0,68.56,68.56,0.0
201102,MCOU,XX,42546.0,155.0,90.0,20132.0,EMULSION S,90.0,1.0,70.94,70.94,0.0
201103,MCOU,XX,42546.0,155.0,90.0,20133.0,EMULSION S,180.0,2.0,135.08,135.08,0.0
203801,MCOU,XX,45945.0,155.0,1.0,20133.0,GABLOFEN  ,81.0,14.0,5940.48,5940.48,0.0
203802,MCOU,XX,45945.0,155.0,1.0,20134.0,GABLOFEN  ,177.0,17.0,17281.05,17281.05,0.0
203803,MCOU,XX,45945.0,155.0,2.0,20131.0,GABLOFEN 5,476.0,25.0,7186.16,6574.11,612.05
203804,MCOU,XX,45945.0,155.0,2.0,20132.0,GABLOFEN 5,231.0,14.0,4132.73,3718.66,414.07
203805,MCOU,XX,45945.0,155.0,2.0,20133.0,GABLOFEN 5,1020.0,23.0,5894.16,5304.36,589.8
203806,MCOU,XX,45945.0,155.0,2.0,20134.0,GABLOFEN 5,3425.0,26.0,8681.33,8678.33,3.0
205678,MCOU,XX,49348.0,155.0,29.0,20131.0,SM ANTIFUN,2250.0,42.0,279.37,268.37,11.0
205679,MCOU,XX,49348.0,155.0,29.0,20132.0,SM ANTIFUN,1005.0,40.0,194.08,190.08,4.0
205680,MCOU,XX,49348.0,155.0,29.0,20133.0,SM ANTIFUN,1400.0,60.0,253.04,249.04,4.0
205681,MCOU,XX,49348.0,155.0,29.0,20134.0,SM ANTIFUN,1935.0,74.0,377.54,365.89,11.65
211773,MCOU,XX,51079.0,155.0,20.0,20131.0,OLANZAPINE,60.0,2.0,408.36,408.36,0.0
211774,MCOU,XX,51079.0,155.0,20.0,20132.0,OLANZAPINE,60.0,2.0,430.41,430.41,0.0
211775,MCOU,XX,51079.0,155.0,20.0,20133.0,OLANZAPINE,5.0,1.0,49.95,49.95,0.0
211776,MCOU,XX,51079.0,155.0,20.0,20134.0,OLANZAPINE,51.0,3.0,319.43,319.43,0.0
214168,MCOU,XX,51224.0,155.0,50.0,20131.0,MEPERIDINE,526.0,7.0,143.16,143.16,0.0
214169,MCOU,XX,51224.0,155.0,50.0,20132.0,MEPERIDINE,58.0,3.0,35.29,29.29,6.0
214170,MCOU,XX,51224.0,155.0,50.0,20133.0,MEPERIDINE,40.0,1.0,10.49,10.49,0.0
216083,MCOU,XX,51991.0,155.0,1.0,20131.0,VINATE-M T,26531.06,806.0,5881.96,5750.2,131.76
216084,MCOU,XX,51991.0,155.0,1.0,20132.0,VINATE-M T,26114.0,802.0,5964.58,5814.06,150.52
216085,MCOU,XX,51991.0,155.0,1.0,20133.0,VINATE-M T,25698.0,741.0,5629.46,5540.98,88.48
216086,MCOU,XX,51991.0,155.0,1.0,20134.0,VINATE-M T,25373.0,677.0,5559.13,5434.08,125.05
221066,MCOU,XX,55390.0,155.0,1.0,20131.0,CARBOPLATI,520.002,15.0,802.59,802.59,0.0
221067,MCOU,XX,55390.0,155.0,1.0,20132.0,CARBOPLATI,2395.002,66.0,3297.4,3289.66,7.74
221068,MCOU,XX,55390.0,155.0,1.0,20133.0,CARBOPLATI,1825.0,45.0,1336.51,1281.47,55.04
221069,MCOU,XX,55390.0,155.0,1.0,20134.0,CARBOPLATI,450.0,14.0,2854.85,674.41,2180.44
224773,MCOU,XX,59762.0,155.0,1.0,20131.0,ATORVASTAT,12152.0,408.0,7053.59,6974.59,79.0
224774,MCOU,XX,59762.0,155.0,1.0,20132.0,ATORVASTAT,107123.0,3509.0,65017.86,64662.28,355.58
224775,MCOU,XX,59762.0,155.0,1.0,20133.0,ATORVASTAT,200451.0,6528.0,123220.51,122011.86,1208.65
224776,MCOU,XX,59762.0,155.0,1.0,20134.0,ATORVASTAT,240107.0,7872.0,138217.31,136476.39,1740.92
224777,MCOU,XX,59762.0,155.0,2.0,20131.0,ATORVASTAT,5642.0,186.0,3272.29,3251.66,20.63
224778,MCOU,XX,59762.0,155.0,2.0,20132.0,ATORVASTAT,55671.0,1858.0,34778.79,34592.09,186.7
224779,MCOU,XX,59762.0,155.0,2.0,20133.0,ATORVASTAT,114456.03,3802.0,75564.44,75276.17,288.27
224780,MCOU,XX,59762.0,155.0,2.0,20134.0,ATORVASTAT,177643.0,5952.0,115192.39,114622.95,569.44
226156,MCOU,XX,60258.0,155.0,20.0,20131.0,SODIUM FLU,8865.0,274.0,637.76,636.84,0.92
226157,MCOU,XX,60258.0,155.0,20.0,20132.0,SODIUM FLU,3420.0,117.0,274.57,266.41,8.16
226158,MCOU,XX,60258.0,155.0,20.0,20133.0,SODIUM FLU,1460.0,43.0,137.68,135.12,2.56
226159,MCOU,XX,60258.0,155.0,20.0,20134.0,SODIUM FLU,2360.0,79.0,239.05,239.05,0.0
229774,MCOU,XX,60977.0,155.0,1.0,20131.0,ROBINUL   ,9.0,8.0,12458.68,12458.68,0.0
229775,MCOU,XX,60977.0,155.0,2.0,20131.0,ROBINUL   ,42.0,4.0,44.58,44.58,0.0
229776,MCOU,XX,60977.0,155.0,2.0,20132.0,ROBINUL   ,3.0,2.0,6.05,6.05,0.0
229777,MCOU,XX,60977.0,155.0,2.0,20133.0, ROBINUL 0,3.0,1.0,3.12,3.12,0.0
229778,MCOU,XX,60977.0,155.0,3.0,20131.0,ROBINUL 0.,12.0,4.0,1337.28,1337.28,0.0
229779,MCOU,XX,60977.0,155.0,3.0,20132.0,ROBINUL 0.,7.0,3.0,3494.66,3494.66,0.0
229780,MCOU,XX,60977.0,155.0,3.0,20133.0,ROBINUL 0.,6.0,2.0,4403.65,4403.65,0.0
229781,MCOU,XX,60977.0,155.0,6.0,20131.0,ROBINUL 0.,23.0,4.0,179.21,156.53,22.68
229782,MCOU,XX,60977.0,155.0,6.0,20132.0,ROBINUL   ,3.0,1.0,60.03,60.03,0.0
229783,MCOU,XX,60977.0,155.0,17.0,20133.0,ROBINUL 0.,2.0,1.0,140.01,140.01,0.0
229784,MCOU,XX,60977.0,155.0,54.0,20131.0,ROBINUL 0.,18.04,1.0,917.54,917.54,0.0
229785,MCOU,XX,60977.0,155.0,54.0,20132.0,ROBINUL 0.,1.0,1.0,4247.46,4247.46,0.0
229786,MCOU,XX,60977.0,155.0,54.0,20133.0,ROBINUL 0.,88894.888,3.0,4396.1,4396.09,0.01
232248,MCOU,XX,62175.0,155.0,37.0,20131.0,METHYLPHEN,41534.09,1374.0,308956.6,300774.9,8181.7
232249,MCOU,XX,62175.0,155.0,37.0,20132.0,METHYLPHEN,46489.0,1537.0,340649.13,330020.11,10629.02
232250,MCOU,XX,62175.0,155.0,37.0,20133.0,METHYLPHEN,53893.0,1779.0,382901.97,371311.77,11590.2
232251,MCOU,XX,62175.0,155.0,37.0,20134.0,METHYLPHEN,58715.0,1976.0,416191.36,401690.74,14500.62
232553,MCOU,XX,62584.0,155.0,1.0,20131.0,LEVOTHYROX,5.0,3.0,2.51,2.51,0.0
232554,MCOU,XX,62584.0,155.0,1.0,20132.0,LEVOTHYROX,2.0,4.0,3.18,3.18,0.0
232555,MCOU,XX,62584.0,155.0,1.0,20133.0,LEVOTHYROX,3.0,6.0,3.3,3.3,0.0
232556,MCOU,XX,62584.0,155.0,1.0,20134.0,LEVOTHYROX,1.0,1.0,0.65,0.65,0.0
237013,MCOU,XX,63739.0,155.0,10.0,20131.0,LORAZEPAM ,115.0,47.0,2217.8,2217.8,0.0
237014,MCOU,XX,63739.0,155.0,10.0,20132.0,LORAZEPAM ,22.0,15.0,5618.12,5618.12,0.0
237015,MCOU,XX,63739.0,155.0,10.0,20133.0,LORAZEPAM ,22.0,19.0,3278.91,3278.91,0.0
237016,MCOU,XX,63739.0,155.0,10.0,20134.0,LORAZEPAM ,411.0,7.0,530.46,530.46,0.0
239438,MCOU,XX,64679.0,155.0,2.0,20131.0,ROPINIROLE,43937.85,967.0,17577.56,17488.23,89.33
239439,MCOU,XX,64679.0,155.0,2.0,20132.0,ROPINIROLE,46927.0,1047.0,17816.55,17436.12,380.43
239440,MCOU,XX,64679.0,155.0,2.0,20133.0,ROPINIROLE,34072.97,781.0,10923.81,10751.05,172.76
239441,MCOU,XX,64679.0,155.0,2.0,20134.0,ROPINIROLE,15079.0,358.0,5248.37,5119.78,128.59
239442,MCOU,XX,64679.0,155.0,3.0,20131.0,ROPINIROLE,68127.21,1551.0,32737.9,31166.52,1571.38
239443,MCOU,XX,64679.0,155.0,3.0,20132.0,ROPINIROLE,71409.0,1583.0,29885.82,29759.25,126.57
239444,MCOU,XX,64679.0,155.0,3.0,20133.0,ROPINIROLE,62049.0,1394.0,24806.34,24557.09,249.25
239445,MCOU,XX,64679.0,155.0,3.0,20134.0,ROPINIROLE,37834.0,886.0,16755.84,16486.34,269.5
240524,MCOU,XX,64764.0,155.0,18.0,20131.0,ACTOPLUS M,120.0,2.0,560.8,560.8,0.0
240525,MCOU,XX,64764.0,155.0,18.0,20133.0,ACTOPLUS M,150.0,2.0,682.39,682.39,0.0
240526,MCOU,XX,64764.0,155.0,18.0,20134.0,ACTOPLUS M,60.0,1.0,276.71,276.71,0.0
240527,MCOU,XX,64764.0,155.0,60.0,20131.0,ACTOPLUS M,11933.0,201.0,49470.02,49130.61,339.41
240528,MCOU,XX,64764.0,155.0,60.0,20132.0,ACTOPLUS M,8310.0,149.0,40235.82,36975.08,3260.74
240529,MCOU,XX,64764.0,155.0,60.0,20133.0,ACTOPLUS M,2759.97,48.0,13133.62,12910.84,222.78
240530,MCOU,XX,64764.0,155.0,60.0,20134.0,ACTOPLUS M,1769.97,34.0,8746.31,8728.41,17.9
242962,MCOU,XX,65862.0,155.0,5.0,20131.0,PAROXETINE,2500.0,79.0,586.59,562.59,24.0
242963,MCOU,XX,65862.0,155.0,5.0,20132.0,PAROXETINE,2342.0,74.0,555.58,534.58,21.0
242964,MCOU,XX,65862.0,155.0,5.0,20133.0,PAROXETINE,2430.0,79.0,594.82,574.82,20.0
242965,MCOU,XX,65862.0,155.0,5.0,20134.0,PAROXETINE,2291.0,73.0,577.65,564.65,13.0
242966,MCOU,XX,65862.0,155.0,30.0,20131.0,PAROXETINE,6914.06,152.0,1146.35,1129.35,17.0
242967,MCOU,XX,65862.0,155.0,30.0,20132.0,PAROXETINE,5023.0,131.0,1087.51,1073.39,14.12
242968,MCOU,XX,65862.0,155.0,30.0,20133.0,PAROXETINE,4694.0,145.0,1172.41,1143.41,29.0
242969,MCOU,XX,65862.0,155.0,30.0,20134.0,PAROXETINE,4310.0,134.0,1039.68,1026.68,13.0
242970,MCOU,XX,65862.0,155.0,99.0,20131.0,PAROXETINE,11503.03,366.0,2770.76,2724.76,46.0
242971,MCOU,XX,65862.0,155.0,99.0,20132.0,PAROXETINE,9552.0,308.0,2805.7,2655.83,149.87
242972,MCOU,XX,65862.0,155.0,99.0,20133.0,PAROXETINE,7840.0,247.0,1819.81,1759.81,60.0
242973,MCOU,XX,65862.0,155.0,99.0,20134.0,PAROXETINE,7636.0,248.0,1822.65,1724.08,98.57
247386,MCOU,XX,68047.0,155.0,1.0,20131.0,EXEFEN DMX,510.0,13.0,415.78,415.78,0.0
247387,MCOU,XX,68047.0,155.0,1.0,20132.0,EXEFEN DMX,260.0,8.0,206.26,206.26,0.0
247388,MCOU,XX,68047.0,155.0,1.0,20133.0,EXEFEN DMX,40.0,1.0,30.63,30.63,0.0
247389,MCOU,XX,68047.0,155.0,1.0,20134.0,EXEFEN DMX,30.0,1.0,23.22,23.22,0.0
247811,MCOU,XX,68084.0,155.0,1.0,20131.0,PROMETHAZI,478.0,174.0,16068.0,16048.36,19.64
247812,MCOU,XX,68084.0,155.0,1.0,20132.0,PROMETHAZI,244.0,142.0,33969.05,33957.69,11.36
247813,MCOU,XX,68084.0,155.0,1.0,20133.0,PROMETHAZI,224.0,122.0,32871.55,32861.12,10.43
247814,MCOU,XX,68084.0,155.0,1.0,20134.0,PROMETHAZI,165.0,122.0,3355.76,3187.15,168.61
247815,MCOU,XX,68084.0,155.0,11.0,20131.0,PROMETHAZI,94.025,43.0,7877.35,7877.34,0.01
247816,MCOU,XX,68084.0,155.0,11.0,20132.0,PROMETHAZI,63.0,33.0,7945.27,7945.27,0.0
247817,MCOU,XX,68084.0,155.0,11.0,20133.0,PROMETHAZI,14.0,12.0,316.67,316.67,0.0
247818,MCOU,XX,68084.0,155.0,11.0,20134.0,PROMETHAZI,33.0,21.0,351.24,351.24,0.0
251316,MCOU,XX,68382.0,155.0,6.0,20131.0,RISPERIDON,17683.97,390.0,53185.78,52102.1,1083.68
251317,MCOU,XX,68382.0,155.0,6.0,20132.0,RISPERIDON,27680.0,654.0,66461.05,65339.93,1121.12
251318,MCOU,XX,68382.0,155.0,6.0,20133.0,RISPERIDON,23630.0,488.0,64442.4,63476.06,966.34
251319,MCOU,XX,68382.0,155.0,6.0,20134.0,RISPERIDON,30741.0,675.0,83909.43,82660.83,1248.6
8780,FFSU,XX,71.0,156.0,23.0,20131.0,LIPITOR 20,225593.0,6157.0,1376501.1,1371419.28,5081.82
8781,FFSU,XX,71.0,156.0,23.0,20132.0,LIPITOR 20,224569.0,6171.0,1380612.55,1376333.88,4278.67
8782,FFSU,XX,71.0,156.0,23.0,20133.0,LIPITOR 20,273896.0,7351.0,1811360.59,1806519.95,4840.64
8783,FFSU,XX,71.0,156.0,23.0,20134.0,LIPITOR 20,181650.0,4873.0,1239766.9,1237369.36,2397.54
8784,FFSU,XX,71.0,156.0,40.0,20131.0,LIPITOR 20,2128.5,236.0,13758.1,13748.44,9.66
8785,FFSU,XX,71.0,156.0,40.0,20132.0,LIPITOR 20,2099.0,262.0,14734.61,14734.61,0.0
8786,FFSU,XX,71.0,156.0,40.0,20133.0,LIPITOR 20,3179.0,302.0,24104.26,22449.05,1655.21
8787,FFSU,XX,71.0,156.0,40.0,20134.0,LIPITOR 20,2979.0,277.0,22844.11,22844.11,0.0
8788,FFSU,XX,71.0,156.0,94.0,20131.0,LIPITOR 20,3753.0,80.0,23122.16,23122.16,0.0
8789,FFSU,XX,71.0,156.0,94.0,20132.0,LIPITOR 20,2968.0,61.0,18358.87,18358.87,0.0
8790,FFSU,XX,71.0,156.0,94.0,20133.0,LIPITOR TA,2115.0,37.0,13950.77,13950.77,0.0
8791,FFSU,XX,71.0,156.0,94.0,20134.0,LIPITOR TA,900.0,14.0,6079.68,6079.68,0.0
28263,FFSU,XX,378.0,156.0,1.0,20131.0,PROBENECID,28101.721,517.0,17014.27,16231.88,782.39
28264,FFSU,XX,378.0,156.0,1.0,20132.0,PROBENECID,19751.0,391.0,11460.98,11038.62,422.36
28265,FFSU,XX,378.0,156.0,1.0,20133.0,PROBENECID,15001.0,260.0,8564.38,8269.13,295.25
28266,FFSU,XX,378.0,156.0,1.0,20134.0,PROBENECID,14550.0,279.0,9294.57,9125.57,169.0
60017,FFSU,XX,13107.0,156.0,5.0,20131.0,PAROXETINE,4060.0,107.0,1387.41,1334.61,52.8
60018,FFSU,XX,13107.0,156.0,5.0,20132.0,PAROXETINE,6771.0,171.0,2255.39,2131.09,124.3
60019,FFSU,XX,13107.0,156.0,5.0,20133.0,PAROXETINE,8241.0,201.0,2628.11,2465.58,162.53
60020,FFSU,XX,13107.0,156.0,5.0,20134.0,PAROXETINE,6936.0,183.0,2194.47,2040.93,153.54
60021,FFSU,XX,13107.0,156.0,30.0,20131.0,PAROXETINE,192944.5,5179.0,62513.28,58671.26,3842.02
60022,FFSU,XX,13107.0,156.0,30.0,20132.0,PAROXETINE,192805.0,5203.0,64907.96,59523.97,5383.99
60023,FFSU,XX,13107.0,156.0,30.0,20133.0,PAROXETINE,199586.0,5415.0,67607.19,62623.6,4983.59
60024,FFSU,XX,13107.0,156.0,30.0,20134.0,PAROXETINE,197009.0,5286.0,63819.47,60315.18,3504.29
60025,FFSU,XX,13107.0,156.0,99.0,20131.0,PAROXETINE,24954.0,655.0,7851.02,7314.02,537.0
60026,FFSU,XX,13107.0,156.0,99.0,20132.0,PAROXETINE,26859.0,712.0,8401.03,7906.55,494.48
60027,FFSU,XX,13107.0,156.0,99.0,20133.0,PAROXETINE,27384.0,728.0,8534.86,8046.84,488.02
60028,FFSU,XX,13107.0,156.0,99.0,20134.0,PAROXETINE,29371.0,790.0,9173.55,8749.96,423.59
77039,FFSU,XX,45945.0,156.0,1.0,20132.0,GABLOFEN 1,40.0,2.0,1160.9,598.08,562.82
77040,FFSU,XX,45945.0,156.0,1.0,20133.0,GABLOFEN 2,230.0,9.0,4947.94,2595.1,2352.84
77041,FFSU,XX,45945.0,156.0,1.0,20134.0,GABLOFEN 2,588.0,28.0,12484.22,10474.94,2009.28
77042,FFSU,XX,45945.0,156.0,2.0,20131.0,GABLOFEN 2,910.0,31.0,15358.81,13806.29,1552.52
77043,FFSU,XX,45945.0,156.0,2.0,20132.0,GABLOFEN 2,718.0,31.0,14048.45,11144.24,2904.21
77044,FFSU,XX,45945.0,156.0,2.0,20133.0,GABLOFEN 2,1043.0,40.0,18898.99,16763.74,2135.25
77045,FFSU,XX,45945.0,156.0,2.0,20134.0,GABLOFEN 2,1431.0,56.0,28623.64,22131.31,6492.33
84808,FFSU,XX,51079.0,156.0,20.0,20131.0,OLANZAPINE,265.0,9.0,259.04,259.04,0.0
84809,FFSU,XX,51079.0,156.0,20.0,20132.0,OLANZAPINE,81.0,4.0,68.79,68.79,0.0
84810,FFSU,XX,51079.0,156.0,20.0,20133.0,OLANZAPINE,171.0,13.0,252.44,252.44,0.0
84811,FFSU,XX,51079.0,156.0,20.0,20134.0,OLANZAPINE,416.0,22.0,335.09,335.09,0.0
89203,FFSU,XX,51862.0,156.0,30.0,20131.0,AMIODARONE,30.0,1.0,92.58,92.58,0.0
89204,FFSU,XX,51862.0,156.0,30.0,20132.0,AMIODARONE,1412.0,36.0,5398.73,5384.23,14.5
89205,FFSU,XX,51862.0,156.0,30.0,20133.0,AMIODARONE,3265.0,84.0,10768.09,10555.81,212.28
89206,FFSU,XX,51862.0,156.0,30.0,20134.0,AMIODARONE,3639.0,97.0,13190.01,13127.13,62.88
90190,FFSU,XX,52544.0,156.0,2.0,20131.0,TRELSTAR 2,12.0,2.0,1853.05,1853.05,0.0
91011,FFSU,XX,53489.0,156.0,1.0,20131.0,ALLOPURINO,1900.0,36.0,230.99,205.99,25.0
91012,FFSU,XX,53489.0,156.0,1.0,20132.0,ALLOPURINO,2296.0,39.0,244.87,225.87,19.0
91013,FFSU,XX,53489.0,156.0,1.0,20133.0,ALLOPURINO,1432.0,21.0,132.55,107.51,25.04
91014,FFSU,XX,53489.0,156.0,1.0,20134.0,ALLOPURINO,1530.0,18.0,118.74,87.74,31.0
91015,FFSU,XX,53489.0,156.0,5.0,20131.0,ALLOPURINO,1450.0,34.0,210.34,186.34,24.0
91016,FFSU,XX,53489.0,156.0,5.0,20132.0,ALLOPURINO,1384.0,33.0,207.54,184.54,23.0
91017,FFSU,XX,53489.0,156.0,5.0,20133.0,ALLOPURINO,150.0,4.0,25.63,24.63,1.0
91018,FFSU,XX,53489.0,156.0,5.0,20134.0,ALLOPURINO,240.0,8.0,31.41,27.91,3.5
91019,FFSU,XX,53489.0,156.0,10.0,20131.0,ALLOPURINO,1536.0,28.0,207.2,204.2,3.0
91020,FFSU,XX,53489.0,156.0,10.0,20132.0,ALLOPURINO,1979.0,44.0,291.05,291.05,0.0
91021,FFSU,XX,53489.0,156.0,10.0,20133.0,ALLOPURINO,1050.0,18.0,147.81,146.61,1.2
91022,FFSU,XX,53489.0,156.0,10.0,20134.0,ALLOPURINO,825.0,16.0,123.85,117.85,6.0
93802,FFSU,XX,55150.0,156.0,20.0,20133.0,LEVOFLOXAC,120.0,1.0,121.36,121.36,0.0
93803,FFSU,XX,55150.0,156.0,20.0,20134.0,Levofloxac,280.0,3.0,166.98,166.98,0.0
94216,FFSU,XX,55390.0,156.0,1.0,20131.0,CARBOPLATI,45.0,3.0,146.1,146.1,0.0
94217,FFSU,XX,55390.0,156.0,1.0,20132.0,CARBOPLATI,1910.0,39.0,10122.65,10122.65,0.0
94218,FFSU,XX,55390.0,156.0,1.0,20133.0,CARBOPLATI,360.0,8.0,6638.73,6638.73,0.0
94219,FFSU,XX,55390.0,156.0,1.0,20134.0,CARBOPLATI,500.0,9.0,1647.36,1107.15,540.21
98119,FFSU,XX,59762.0,156.0,1.0,20131.0,ATORVASTAT,27416.5,837.0,19758.89,19313.2,445.69
98120,FFSU,XX,59762.0,156.0,1.0,20132.0,ATORVASTAT,187607.0,5889.0,107329.69,102562.67,4767.02
98121,FFSU,XX,59762.0,156.0,1.0,20133.0,ATORVASTAT,257249.00100000002,7825.0,126261.68,120154.48,6107.2
98122,FFSU,XX,59762.0,156.0,1.0,20134.0,ATORVASTAT,260890.0,7751.0,122018.61,116579.39,5439.22
98123,FFSU,XX,59762.0,156.0,2.0,20131.0,ATORVASTAT,5896.0,177.0,3431.24,3335.5,95.74
98124,FFSU,XX,59762.0,156.0,2.0,20132.0,ATORVASTAT,59142.0,1852.0,31719.37,30747.01,972.36
98125,FFSU,XX,59762.0,156.0,2.0,20133.0,ATORVASTAT,113172.0,3493.0,60794.82,58861.99,1932.83
98126,FFSU,XX,59762.0,156.0,2.0,20134.0,ATORVASTAT,137481.0,4214.0,68627.01,66858.94,1768.07
99396,FFSU,XX,60258.0,156.0,10.0,20131.0,SODIUM FLU,12010.0,269.0,1677.75,1674.83,2.92
99397,FFSU,XX,60258.0,156.0,10.0,20132.0,SODIUM FLU,5658.0,134.0,796.49,793.64,2.85
99398,FFSU,XX,60258.0,156.0,10.0,20133.0,FLUORIDE .,370.0,7.0,29.38,29.38,0.0
99399,FFSU,XX,60258.0,156.0,10.0,20134.0,FLUORIDE .,150.0,2.0,10.17,10.17,0.0
99400,FFSU,XX,60258.0,156.0,20.0,20131.0,SODIUM FLU,10934.0,272.0,1781.05,1778.29,2.76
99401,FFSU,XX,60258.0,156.0,20.0,20132.0,SODIUM FLU,8238.0,217.0,1274.66,1270.29,4.37
99402,FFSU,XX,60258.0,156.0,20.0,20133.0,SODIUM FLU,82.0,7.0,29.38,29.38,0.0
104641,FFSU,XX,62011.0,156.0,1.0,20133.0,HEALTH MAR,1862.0,3.0,30.04,30.04,0.0
104642,FFSU,XX,62011.0,156.0,1.0,20134.0,MINERAL OI,918.0,4.0,16.63,14.63,2.0
105317,FFSU,XX,62175.0,156.0,37.0,20131.0,METHYLPHEN,22840.0,735.0,173048.18,155466.36,17581.82
105318,FFSU,XX,62175.0,156.0,37.0,20132.0,METHYLPHEN,24651.0,787.0,185559.6,162722.18,22837.42
105319,FFSU,XX,62175.0,156.0,37.0,20133.0,METHYLPHEN,25376.0,813.0,189536.74,168454.44,21082.3
105320,FFSU,XX,62175.0,156.0,37.0,20134.0,METHYLPHEN,27836.0,895.0,201242.02,181633.02,19609.0
111433,FFSU,XX,63868.0,156.0,4.0,20131.0,QC ALLERGY,9378.0,57.0,597.74,597.74,0.0
111434,FFSU,XX,63868.0,156.0,4.0,20132.0,LORATADINE,8608.0,49.0,545.27,545.27,0.0
111435,FFSU,XX,63868.0,156.0,4.0,20133.0,QC ALLERGY,3742.0,30.0,278.41,278.41,0.0
114023,FFSU,XX,64980.0,156.0,3.0,20131.0,RISAQUAD-2,191.0,7.0,229.58,229.58,0.0
114024,FFSU,XX,64980.0,156.0,3.0,20132.0,RISAQUAD-2,438.0,10.0,511.53,511.53,0.0
114025,FFSU,XX,64980.0,156.0,3.0,20133.0,RISAQUAD-2,330.0,7.0,383.27,383.27,0.0
114026,FFSU,XX,64980.0,156.0,3.0,20134.0,RISAQUAD-2,210.0,5.0,247.23,247.23,0.0
116094,FFSU,XX,65862.0,156.0,30.0,20131.0,PAROXETINE,12553.0,337.0,4376.6,3846.83,529.77
116095,FFSU,XX,65862.0,156.0,30.0,20132.0,PAROXETINE,12599.0,324.0,4716.02,4325.17,390.85
116096,FFSU,XX,65862.0,156.0,30.0,20133.0,PAROXETINE,5922.0,161.0,2233.39,2079.81,153.58
116097,FFSU,XX,65862.0,156.0,30.0,20134.0,PAROXETINE,4415.0,124.0,1511.15,1454.45,56.7
116098,FFSU,XX,65862.0,156.0,99.0,20131.0,PAROXETINE,3477.0,98.0,1099.99,1043.71,56.28
116099,FFSU,XX,65862.0,156.0,99.0,20132.0,PAROXETINE,2021.0,57.0,742.84,715.59,27.25
116100,FFSU,XX,65862.0,156.0,99.0,20133.0,PAROXETINE,1413.0,39.0,502.28,481.68,20.6
116101,FFSU,XX,65862.0,156.0,99.0,20134.0,PAROXETINE,1037.0,27.0,308.09,296.44,11.65
124957,FFSU,XX,68382.0,156.0,6.0,20131.0,RISPERIDON,21393.0,477.0,76759.23,74628.95,2130.28
124958,FFSU,XX,68382.0,156.0,6.0,20132.0,RISPERIDON,22153.0,489.0,85501.05,83769.78,1731.27
124959,FFSU,XX,68382.0,156.0,6.0,20133.0,RISPERIDON,24975.0,569.0,100821.43,98893.0,1928.43
124960,FFSU,XX,68382.0,156.0,6.0,20134.0,RISPERIDON,27144.0,601.0,102582.16,100616.56,1965.6
136222,MCOU,XX,71.0,156.0,23.0,20131.0,LIPITOR 20,13499.65,390.0,114578.14,112984.59,1593.55
136223,MCOU,XX,71.0,156.0,23.0,20132.0,LIPITOR 20,10174.0,315.0,55822.77,52954.08,2868.69
136224,MCOU,XX,71.0,156.0,23.0,20133.0,LIPITOR 20,6004.0,196.0,53901.26,53348.03,553.23
136225,MCOU,XX,71.0,156.0,23.0,20134.0,LIPITOR 20,7098.0,237.0,39306.83,38096.74,1210.09
136226,MCOU,XX,71.0,156.0,40.0,20131.0,LIPITOR 20,11.0,10.0,43.45,32.22,11.23
136227,MCOU,XX,71.0,156.0,40.0,20132.0,LIPITOR 20,20.0,18.0,17365.95,17352.76,13.19
136228,MCOU,XX,71.0,156.0,40.0,20133.0,LIPITOR 20,25.0,15.0,214.39,182.19,32.2
136229,MCOU,XX,71.0,156.0,40.0,20134.0,LIPITOR 20,40.0,11.0,76.68,53.2,23.48
136230,MCOU,XX,71.0,156.0,94.0,20134.0,LIPITOR 20,30.0,1.0,206.12,203.12,3.0
155903,MCOU,XX,378.0,156.0,1.0,20131.0,PROBENECID,34734.0,635.0,17260.43,17131.33,129.1
155904,MCOU,XX,378.0,156.0,1.0,20132.0,PROBENECID,31012.001,558.0,14980.02,14813.04,166.98
155905,MCOU,XX,378.0,156.0,1.0,20133.0,PROBENECID,21615.0,432.0,11080.11,10907.32,172.79
155906,MCOU,XX,378.0,156.0,1.0,20134.0,PROBENECID,26878.0,499.0,14332.6,14018.5,314.1
